ds,category,yhat,yhat_lower,yhat_upper
2017-01-01,perfumery,490.84927528401244,-52.15904995252067,1007.5651636069892
2017-01-02,perfumery,557.5107217789704,21.466895690899044,1109.227934818743
2017-01-05,perfumery,402.74000819102014,-141.1710984633334,926.5727587500314
2017-01-07,perfumery,425.3386963009181,-60.39601842326851,933.0337040482648
2017-01-08,perfumery,441.1742151712402,-64.71582947117484,985.0039188950497
2017-01-09,perfumery,505.72723747342667,19.81765974421645,1047.0147459504626
2017-01-11,perfumery,484.2640698995685,-48.24914470232051,1028.2073378426223
2017-01-12,perfumery,351.26832745977816,-215.54969014673222,863.2715652147384
2017-01-13,perfumery,485.93776802235845,-31.84114138865711,1038.714157127409
2017-01-14,perfumery,379.7269582169035,-109.79291669226008,898.7974484980168
2017-01-16,perfumery,469.99387621903486,-70.18340678634945,1003.3775513893347
2017-01-17,perfumery,505.2424777990946,-2.1027055070729785,1032.6375074159052
2017-01-18,perfumery,461.47464934169943,-67.44584056134347,983.2687483108199
2017-01-20,perfumery,477.8677026470974,-67.10857857610502,1026.2068666632586
2017-01-21,perfumery,379.2241305648946,-147.4791521676744,903.0140905266999
2017-01-23,perfumery,484.0965402625236,-51.10757552880434,1004.8181984782208
2017-01-24,perfumery,526.0215090238856,2.476004432277706,1073.174302879193
2017-01-25,perfumery,488.2914440676741,-22.18950122495544,1006.8842733305211
2017-01-26,perfumery,367.77835818779715,-173.3797277604994,840.4731284116688
2017-01-27,perfumery,514.2898657460574,-20.652825148657566,1080.6225351691453
2017-01-28,perfumery,418.9941575008206,-109.94873352559708,941.8043639742154
2017-01-29,perfumery,449.04421056914254,-70.77499100425779,1024.5616347298037
2017-01-31,perfumery,569.2557539701836,65.48637468362814,1104.8842361857623
2017-02-01,perfumery,530.4412034319768,-22.842206397913525,1055.163872983271
2017-02-02,perfumery,407.7711041137359,-155.5854266128834,882.2269906749257
2017-02-03,perfumery,551.1206503736456,42.06922883864515,1056.7686652618222
2017-02-04,perfumery,451.74869864367906,-100.81734577352209,949.306188733712
2017-02-05,perfumery,476.9189520114977,-43.31853817884965,1031.8144294848762
2017-02-11,perfumery,441.2623584210046,-99.5943262757435,978.233815531507
2017-02-12,perfumery,459.92057823569667,-109.23125239669587,974.6873314530592
2017-02-13,perfumery,526.454012745304,-20.56188466979212,1044.2302922051636
2017-02-14,perfumery,556.6137073841763,29.834369762004727,1120.0137024043067
2017-02-15,perfumery,506.18331910877725,7.545234885549099,1033.5184696710514
2017-02-16,perfumery,372.31559376888015,-164.55826660174475,890.3435850235135
2017-02-17,perfumery,505.10600599333696,-35.87943251836169,1023.8412779731555
2017-02-18,perfumery,396.0107131373313,-121.68209126630713,933.1998327963075
2017-02-20,perfumery,477.59517194141876,-28.469131789034375,1023.4224154798769
2017-02-21,perfumery,507.1462128878441,-16.362355178200136,1004.0080672948828
2017-02-22,perfumery,456.87571480443506,-45.00905640984405,984.1931584378355
2017-02-24,perfumery,458.25458385974196,-96.56861862173409,987.3393222298761
2017-02-25,perfumery,351.34359869433706,-189.71381588859626,913.3349596438753
2017-02-26,perfumery,370.5309012525497,-190.38882603440962,916.6332802982299
2017-02-27,perfumery,438.8738644415964,-136.9993323191296,958.482930182964
2017-02-28,perfumery,472.04112496153033,-78.23632194674445,996.9188483804068
2017-03-01,perfumery,425.71846653328913,-145.3566538737703,917.491565318471
2017-03-02,perfumery,296.94941171481184,-226.88164077715334,792.149340125004
2017-03-03,perfumery,435.7129738966634,-75.21439020950626,950.6500060931353
2017-03-04,perfumery,333.34557422006526,-153.98847754468588,842.9483367434551
2017-03-05,perfumery,357.1622081419535,-225.046534783467,860.6021544032602
2017-03-06,perfumery,430.1763938555847,-93.99265565514415,931.0696566669999
2017-03-07,perfumery,468.02103516005377,-42.11389460656246,1009.5364462899419
2017-03-08,perfumery,426.35409988652964,-89.87223512488802,936.1490696879652
2017-03-10,perfumery,445.5194501262977,-51.105203880650386,964.25179452203
2017-03-11,perfumery,347.6440132000136,-165.61502905598516,865.6679824052951
2017-03-12,perfumery,375.881901888988,-132.69104787726587,907.9819427696713
2017-03-13,perfumery,453.24322433498145,-54.359572176055956,985.0370066813477
2017-03-14,perfumery,495.3577379900867,-10.655781124223479,1002.9982126896255
2017-03-15,perfumery,457.87881159386177,-70.18413203035277,998.0506808483451
2017-03-18,perfumery,391.1408172441064,-142.14593933730924,885.8337339115903
2017-03-19,perfumery,423.1111949452775,-118.59040834400055,927.853206326342
2017-03-20,perfumery,504.02862757796447,-4.304427870286206,1032.2889355970037
2017-03-21,perfumery,549.4835113380633,42.927734201557364,1104.6237962090254
2017-03-22,perfumery,515.0826726740471,-22.872934498692246,1077.971539444624
2017-03-23,perfumery,397.788400636158,-95.21678463214798,906.7236582160308
2017-03-24,perfumery,547.4948676025964,8.149073669288878,1055.6646889276647
2017-03-25,perfumery,455.44904494909207,-50.42292665689602,960.5963527017922
2017-03-27,perfumery,570.6751817353205,61.97898939706896,1080.8231059746759
2017-03-28,perfumery,616.3888633317266,108.65982565120262,1146.4244408186357
2017-03-30,perfumery,463.1058335553785,-61.39447075404681,996.1307827511471
2017-03-31,perfumery,610.8751640704033,86.70385871932409,1095.466296481024
2017-04-01,perfumery,516.0885703048044,0.1532038486943643,1032.192626766608
2017-04-02,perfumery,545.9526706494789,19.691977013123125,1054.1131761902814
2017-04-03,perfumery,623.3835033700519,67.4283399521826,1158.6637404600847
2017-04-04,perfumery,663.9292729918811,132.3997541624426,1192.0560894838368
2017-04-05,perfumery,623.1780142573119,77.34363489586464,1110.3793957602013
2017-04-06,perfumery,498.0996178705476,-50.48968216798501,1042.829502485713
2017-04-07,perfumery,638.624646502835,98.22777841072012,1179.808069798826
2017-04-09,perfumery,557.7450149940856,26.1077269023233,1080.3626995145607
2017-04-10,perfumery,626.7019929101701,99.576935413516,1105.4560569268922
2017-04-11,perfumery,658.6258478680282,121.1665622415073,1162.663870917415
2017-04-12,perfumery,609.2542271936734,44.23551322051004,1158.1595376004984
2017-04-13,perfumery,475.7131513515302,-18.454792924862527,1015.5592532769839
2017-04-14,perfumery,608.0921757925684,100.80224526564574,1163.690497381006
2017-04-15,perfumery,497.86309093119934,-40.93497773689448,1026.0974400484192
2017-04-16,perfumery,512.497342753657,-21.280820513332493,1062.6617606067166
2017-04-17,perfumery,575.1818175257132,47.43085256698146,1084.3885241156147
2017-04-18,perfumery,601.7352445999272,67.62914894267743,1136.1845372261298
2017-04-19,perfumery,548.0092463034606,23.763527654580603,1045.0959216595288
2017-04-20,perfumery,411.2236635569948,-124.7735506383403,955.0431707687949
2017-04-21,perfumery,541.5387797651412,12.89724470267055,1075.470498084595
2017-04-22,perfumery,430.47162697040494,-103.17490208903548,964.1926629324417
2017-04-23,perfumery,445.51164077270766,-89.46960428304469,964.0536281415625
2017-04-24,perfumery,509.83537463669194,-35.337319562347766,1075.1923231571798
2017-04-25,perfumery,539.2225757463714,-8.74409379734793,1066.872954877143
2017-04-26,perfumery,489.45767801366804,-35.83620651664346,1019.8843816270622
2017-04-27,perfumery,357.6663459552229,-181.44742040190388,924.9996485449587
2017-04-28,perfumery,493.8896737480466,-68.90358408942976,1004.3996576858373
2017-04-29,perfumery,389.5031827913497,-147.14383800498493,955.794028990961
2017-04-30,perfumery,411.83582175177094,-130.73876147598332,939.1366933107405
2017-05-01,perfumery,483.88859693977616,-65.19346592538528,1014.0709914129341
2017-05-02,perfumery,521.2550340263368,-6.335149782902323,1005.0644093906093
2017-05-03,perfumery,479.5274106642769,-33.34279112452444,987.0301528287364
2017-05-04,perfumery,355.6382647993495,-195.11259739487667,880.2049538132608
2017-05-05,perfumery,499.4396460293723,-9.060210724891176,1058.8237951085212
2017-05-06,perfumery,402.1271115944677,-124.37907405452664,891.173737285795
2017-05-07,perfumery,430.8635288201927,-97.08130353440338,963.2484295272984
2017-05-08,perfumery,508.5021734615532,-28.24613003665905,998.6977429992709
2017-05-09,perfumery,550.5111944750084,10.891738808780707,1083.3737701177688
2017-05-10,perfumery,512.3832661726753,-2.7087784714188796,1046.2096513632073
2017-05-11,perfumery,390.97982944755864,-144.9236494295729,924.5448008367132
2017-05-12,perfumery,536.11230506397,28.124003749308375,1074.030790223677
2017-05-13,perfumery,438.9672178615855,-85.76721151917918,955.9705494371922
2017-05-14,perfumery,466.7302540589857,-63.10171609515843,978.1814378763509
2017-05-15,perfumery,542.3087270301152,5.181357583339665,1062.053001945951
2017-05-16,perfumery,581.2545332036369,25.58590756936796,1114.3212070001184
2017-05-17,perfumery,539.1714558929176,55.544151764830644,1085.433270556203
2017-05-18,perfumery,413.0562803024245,-118.057253865803,934.8718435752255
2017-05-19,perfumery,552.8761874304195,49.349670566951026,1099.8348143599178
2017-05-20,perfumery,449.9894711055038,-73.88278102886355,968.3472579592637
2017-05-21,perfumery,471.7647241027385,-70.58849080952102,1005.3692426714014
2017-05-22,perfumery,541.298106290041,18.69612929733764,1053.4493593104894
2017-05-24,perfumery,526.6515395995743,0.4853187546732386,1011.7900043030612
2017-05-25,perfumery,395.4312106434693,-133.7052714409767,940.2143464213246
2017-05-26,perfumery,530.7965129247418,-18.812705776632974,1082.718412149167
2017-05-27,perfumery,424.2455039710087,-49.433153559916796,967.0252405912189
2017-05-28,perfumery,443.2629267870766,-48.960460788899255,996.38135273437
2017-05-29,perfumery,511.03417800844284,-27.61653259907938,1035.3545477702385
2017-06-01,perfumery,366.2969192880797,-151.6161581895748,912.3747329252395
2017-06-02,perfumery,504.1671811130939,-42.91167035800508,1008.9934259584562
2017-06-03,perfumery,401.10206343286006,-153.2716911007913,921.928708614761
2017-06-04,perfumery,424.49240586978476,-134.43665564587909,936.8001527030286
2017-06-05,perfumery,497.4039999367159,-41.70651902622442,1053.2652049576136
2017-06-06,perfumery,535.4962557363746,8.016590517688563,1069.0331444010421
2017-06-07,perfumery,494.42670186988875,-56.878277871126855,1025.4080729316015
2017-06-08,perfumery,371.19086286654874,-135.12236567133942,903.3599035144176
2017-06-09,perfumery,515.7000170940213,-43.526139646576375,1039.1892431279043
2017-06-10,perfumery,419.2038674856485,-99.57106816925693,944.3324168162864
2017-06-11,perfumery,448.9132121767054,-79.1309952648498,990.4423939711088
2017-06-13,perfumery,571.1317197327154,42.41164555381221,1090.1173899060427
2017-06-14,perfumery,534.6593531952249,18.340208246694775,1083.1454512716584
2017-06-15,perfumery,415.18262154115746,-127.78506947245408,933.5798422114987
2017-06-16,perfumery,562.5205725391012,41.170494278266176,1098.9021190790434
2017-06-17,perfumery,467.8590313827756,-52.03674252851115,995.738332504241
2017-06-18,perfumery,498.37505328372106,-12.588539110245621,1048.6179009312862
2017-06-19,perfumery,576.9599531779276,37.3045398359378,1101.2858591118095
2017-06-20,perfumery,619.1429669663188,80.47034755565271,1171.6520892609399
2017-06-21,perfumery,580.4993716829745,27.04323662343154,1103.308265149752
2017-06-22,perfumery,457.99249564154616,-59.85819560351141,988.9328003740271
2017-06-23,perfumery,601.5520527411758,71.62261611198245,1138.474511345081
2017-06-24,perfumery,502.4958124842298,-89.24116268539625,1056.74721860752
2017-06-25,perfumery,528.1497198016607,-16.616475651310942,1054.3243978698224
2017-06-26,perfumery,601.5660483126746,34.805352457162535,1100.880643377186
2017-06-27,perfumery,638.4417911044424,162.11247744767525,1143.1003907486852
2017-06-29,perfumery,466.9326314510583,-97.10115925026871,999.8671372810235
2017-06-30,perfumery,605.7606407481461,113.47451490766667,1132.631908531722
2017-07-02,perfumery,524.4871536369237,-37.562118643291,1081.22714052243
2017-07-04,perfumery,629.7131778858143,74.18822225727233,1184.4642763125198
2017-07-05,perfumery,584.4669902339729,82.52826575888997,1089.496808183464
2017-07-06,perfumery,456.38033779211173,-91.84320594825545,958.8429923238268
2017-07-07,perfumery,595.5156773525806,68.3896627279162,1113.610944543175
2017-07-08,perfumery,493.2774911854035,-41.98154515346574,973.9080879540084
2017-07-09,perfumery,517.0292172130416,-38.531882461056796,990.684427262705
2017-07-10,perfumery,589.8098181563242,70.45286290181937,1089.3697505525327
2017-07-11,perfumery,627.2522641863452,99.25424443834534,1151.668442659263
2017-07-12,perfumery,584.9879384672159,57.39828392806403,1103.2520055988025
2017-07-13,perfumery,459.98653446979984,-89.46532561503233,1004.2941439489613
2017-07-14,perfumery,602.133968037928,37.599158522108276,1144.931231409428
2017-07-15,perfumery,502.655352272042,-33.92858280434996,1073.3414458316502
2017-07-16,perfumery,528.7381316493017,-6.774186802702995,1072.1095692031488
2017-07-17,perfumery,603.2548870392773,82.83373673552644,1117.860422086491
2017-07-18,perfumery,641.6878908827758,122.82809265715039,1152.5986738768468
2017-07-19,perfumery,599.5392283371482,76.31424596911144,1129.9974994019326
2017-07-20,perfumery,473.675867065416,-90.64736760865388,1017.9159231752024
2017-07-21,perfumery,613.9120262166116,77.90844100137022,1155.7472634302424
2017-07-22,perfumery,511.43573821707724,-25.814655644620117,1002.4778795343905
2017-07-23,perfumery,533.4345694684338,18.544690065201422,1067.5664085158965
2017-07-25,perfumery,635.1518328737654,46.929456662562494,1157.0221713679507
2017-07-27,perfumery,452.52822547762145,-65.5531739115623,967.5253695543316
2017-07-28,perfumery,584.5903196423195,40.18778929132843,1088.9990999716047
2017-07-29,perfumery,473.63548731098734,-38.37775889255473,954.3570303297595
2017-07-31,perfumery,548.1086813443032,26.117500418623294,1095.9885270943682
2017-08-01,perfumery,572.5225261799877,31.425605875165896,1070.1379395539534
2017-08-03,perfumery,376.4506940882179,-132.43630997829294,917.9981816632627
2017-08-04,perfumery,503.48522575147797,-45.730496892809406,1033.9794149770485
2017-08-05,perfumery,388.94026386644043,-126.75786238801705,931.2302595427402
2017-08-06,perfumery,400.43456112864305,-94.95395405688865,919.1532998838549
2017-08-07,perfumery,461.29208029037636,-73.54696503011742,979.6599949529387
2017-08-08,perfumery,487.45397011014694,-21.948088577241638,1015.8328384905296
2017-08-09,perfumery,434.87538575672465,-110.93180949472752,966.0956795730019
2017-08-10,perfumery,300.8569088271125,-249.00752963171084,832.7152388164266
2017-08-11,perfumery,435.6133093420202,-107.16726124226686,957.8496886208371
2017-08-13,perfumery,353.5611499289183,-127.62201308255464,858.709326429391
2017-08-14,perfumery,427.3734364474425,-145.10592795043112,962.1583372561665
2017-08-15,perfumery,467.8308200046479,-67.18199797597482,960.1652228269709
2017-08-16,perfumery,430.6114189783375,-103.78541830642939,974.1711451640926
2017-08-17,perfumery,312.70195048464586,-253.32119748601409,850.5272042292615
2017-08-18,perfumery,463.97373517247877,-82.33712283876459,968.5081899387338
2017-08-19,perfumery,375.60432779834844,-176.29225230915392,895.4723911486897
2017-08-20,perfumery,414.6999303909806,-124.08466612177696,946.1616178155894
2017-08-21,perfumery,504.0181474335222,-45.41097687581842,1041.519413930668
2017-08-22,perfumery,558.8931960151494,12.338515298760939,1062.9149309330385
2017-08-23,perfumery,534.6325607497334,43.04657436825144,1079.1509108398086
